ISBN-16,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-636-0,Samaritan Snare,Hanson Handel,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-637-7,Up a Long Ladder,Raymonda Tovey-Johnson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-638-4,Evolution,Bao Yu,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-639-1,Survivors,Malena Paretti,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-640-7,Watching the Watchers,Walking Bear,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-641-4,Male Unbonding,Gilda Martin,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-642-1,The Trap,Qeborah Vaughan,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-643-8,Enemies,Alicia Montes,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-644-5,Under Lock and Key,Poulette de Vries,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-645-2,The Diary,Chandler Ross,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-646-9,Mansplaining Abortion,John James Johnson,,2021,Nonfiction,Politics,Reproductive Policy,Paperback,$0.99
978-555-0-32177-647-6,The Price,Illiana Ghemor,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-648-3,Revenge Factor,Umbert Strom,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-649-0,Dissidents,Earla O'Donnell,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-650-6,The Hunter Becomes the Hunted,Olga Stonestreet,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-651-3,Under Arms,Yolanda Nightwinder,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-652-0,Three Sheets to the Wind,Hanna Kingfisher Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-653-7,Another Line of Cocaine,Roman Oliver,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-654-4,The Dark Horse,Maame Turner Robinson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-655-1,Art Therapy for Mothers,"Dr. Samah El-Fatihi, M.D.",,2021,Nonfiction,Health,Therapy,Paperback,$18.99
978-555-0-32177-656-8,False White Flag,Joan Hoff,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-657-5,Suffering Fools,Carla Cormorant,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-658-2,Knife Under the Cake,Martin Martinson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-659-9,Tales of Air Sea Rescue,Walter Winchell,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-660-5,The Wood Chipper Massacre,Ginger Jones,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-661-2,The Stapler Massacre,Quentin Thomas,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-662-9,The Paper Clip Massacre,Yesenia Peña,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-663-6,The Butter Knife Massacre,Ian McGillicuddygillyblarp,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-664-3,The Piano Wire Massacre,Solida Williams,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-665-0,The Hedge Trimmer Massacre,Clotilda Florida,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-666-7,How Trump Terrorists Almost Destroyed American Democracy,An Anonymous Republican,,2021,Nonfiction,Politics,Current Events,Paperback,$18.99
978-555-0-32177-667-4,The Massacre,Nona McLeod,,2021,Fiction,GENRE PLACEHOLDER,Horror,Paperback,$18.99
978-555-0-32177-668-1,The Banana Peel Massacre,Xenia Billmer,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-669-8,The Long Receipt Massacre,Hacha Yu,,2021,Fiction,Horror,,Paperback,$18.99
978-555-0-32177-670-4,The Wrong Decryption,Risa Milliotti,,2021,Fiction,Thriller,Spy,Paperback,$18.99
978-555-0-32177-671-1,Make It 'Till You Fake It,Bernardo Gerhardt,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-672-8,My Uncle's Secret,Qadar Hamad,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-673-5,Over the Hills,Diana McWoolgoolgy,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-674-2,A Train Ticket to Reno,Joanne Keller,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-675-9,Victors Who Didn't Write History,Vana Too,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-676-6,Star Wars: The Other Order,Finn Freeman,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-677-3,Ship in a Bottle,Pia Longfellow,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-678-0,The Pirates of the Lake,Zora McQuowm,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-679-7,In Search of Beowulf,Ilana Plana,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-680-3,Code Name: Mermaid,Samuel Potts Berkley,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-681-0,A Jumper Cable,Liying Wing,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-682-7,Asian Texas Fusion Grill,Bobby Hill,,2021,Nonfiction,Cookbook,Barbecue,Paperback,$18.99
978-555-0-32177-683-4,The Decoder Ring,Steve Kneipp,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-684-1,Thoughts on Musical Composition,David Diamond,,2021,Nonfiction,Music,,Paperback,$18.99
978-555-0-32177-685-8,High Ground,Ned North,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-686-5,Déjà Vu All Over Again,Xavier Xanthos,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-687-2,A Matter of Perspective,Hallie Meyers,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-688-9,Yesterday's Ship,Roberta Quigley,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-689-6,The Offspring,Zoe Maldonado,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-690-2,Sins of the Father,Jefferson Lofton,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-691-9,Allegiance,Teresa Władyczrzszek,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-692-6,Quick Notes: Harlan Ellison,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-693-3,Captain's Holiday,Damar Watson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-694-0,Tin Man,Olla Hammoud,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-695-7,Hollow Pursuits,Yesenia Iñárritu,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-696-4,The Most Toys,Ivana Mravinskaya,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-697-1,Ménage à Troi,Slasa Thompson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-698-8,Transfigurations,Lucia Rollos,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-699-5,The Best of Both Worlds,Rosalita Viñas,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-700-8,Family,Emilio Spears,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-701-5,Brothers,Kiv Du Yee,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-702-2,Suddenly Human,Wanda Shjro,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-703-9,Legacy,Grace Chen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-704-6,Remember Me,Quigley Mercator,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-705-3,Quick Notes: John Steinbeck,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-706-0,Reunion,Zora McQuowm,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-707-7,Future Imperfect,Jupiter Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-708-4,The Final Mission,Tony Blacksmith,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-709-1,Loss,Kofo Tumbe,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-710-7,_TITLE_,Bobby Hill,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-711-4,A Day of Data,Mark Petrel,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-712-1,The Wounded,Luisa Juanita Gomez,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-713-8,Devil's Due,Emily Everpuff,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-714-5,Clues,Olivia Oliver,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-715-2,World's Child,Yesenia Young,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-716-9,First Impressions,Ionia Bloodworth,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-717-6,Night Terrors,Nona Shapovalova,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-718-3,Identity Crisis,Amelia Teegerb,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-719-0,To the Utmost Degree,Kevin Riverton,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-720-6,Cupid,Uniona Washington,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-721-3,The Drumhead,Eugenio Sombras,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-722-0,Half Life,Paula Straiton,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-723-7,The Host,Zima al Hambra,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-724-4,Mind's Eye,Julia Tao,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-725-1,Theoretically,Uwe Schmidt,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-726-8,Redemption,Bianka Wolpowna,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-727-5,Comrades,Waltera McThompsongilly,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-728-2,Ensign Roberts,Selma Severinsen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-729-9,A New Family,Lovepreet Kaur,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-730-5,Avatars,Xanthos Phillips,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-731-2,Disaster,Henry Okungbanwe,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-732-9,The Game,Robbie Plank,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-733-6,Unification,Alma Robinson Gomez,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-734-3,Just a Matter of Time,Kemi Obunde,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-735-0,Covering New Ground,Uwe Moravec,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-736-7,Hero Worship,James Woolbinder,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-737-4,Quick Notes: Mark Twain,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-738-1,Piccolo Technique,Jenny McBeal,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-739-8,Flute Technique,Chris Michaels,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-740-4,Oboe Technique,Juan Gomez,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-741-1,English Horn Technique,Lisa Kloor,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-742-8,Clarinet Technique,Benny Goodman,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-743-5,Bass Clarinet Technique,Ton Woolger,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-744-2,Bassoon Technique,Paul Hindemith,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-745-9,Contrabassoon Technique,_AUTHOR_,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-746-6,Horn Technique,Dale Clevanger,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-747-3,Wagner Tuba Technique,Lucia Gomez,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-748-0,Trumpet Technique,Paul Hindemith,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-749-7,Bass Trumpet Technique,Lisa Bell,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-750-3,Tenor Trombone Technique,Janice Wood,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-751-0,Alto Trombone Technique,Laura Hrabak,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-752-7,Bass Trombone Technique,Denzel Thomas,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-753-4,Tuba Technique,Paul Hindemith,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-754-1,Triangle Technique,Albert Guthrie,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-755-8,Cymbals Technique,Salvador Hernandez,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-756-5,Bass Drum Technique,Paul Hindemith,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-757-2,Timpani Technique,Jihyun Park,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-758-9,Harp Technique,Vin Diesel,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-759-6,Quick Notes: Walt Whitman,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-760-2,Violin Technique,Laura Roelofs,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-761-9,Viola Technique,Paul Hindemith,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-762-6,Cello Technique,Emma Bridge,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-763-3,Double Bass Technique,Leopold Wu,,2021,Nonfiction,Music,Musical instrument technique,Paperback,$18.99
978-555-0-32177-764-0,Society,Aria Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-765-7,Violations: The Continuing Adventures of L. J. Tibbs,Timothy McGee,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-766-4,Violations,Jack Jackson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-767-1,Quite a Conundrum,Umberto Underhill,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-768-8,Power Play,Franca Llanez,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-769-5,Two Kinds of Ethics,Quentin Thomas,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-770-1,An Outcast,Zoe Maldonado,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-771-8,Cause and Effect,Amelia Teegerb,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-772-5,First Duties,Lewis Monkson,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-773-2,The Cost of Living,Walter Miller,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-774-9,Perfect Mate,Henderson Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-775-6,Quick Notes: Edgar Allan Poe,Songlian Wu,,2021,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-776-3,An Imaginary Friend,Tina Tao,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-777-0,Next Phase,Ewa Krzszmzczukowna,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-778-7,Inner Light,Pliska Miro,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-779-4,The Arrow of Time,Alicia Montes,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-780-0,A Realm of Fear,Qadar Hamad,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-781-7,A Man of the People,Emilio Spears,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-782-4,Relics,Selma Severinsen,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-783-1,Schisms,Marlbir Singh,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-784-8,True Blue,Zelda Washington,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-785-5,The Rascals,Kira Jones,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-786-2,A Fistful of Dinars,Viola Reese Davies,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-787-9,Some Quality of Life,Franco Parlangeli,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-788-6,Chains of Command,Queridita Washington,,2021,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-789-3,The Ship in a Bottle,Maame Turner Robinson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-790-9,Akeelah,Julietta Kolmogorovna,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-791-6,The Face of the Enemy,Michelle Watson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-792-3,_TITLE_,Alice Tanner,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-793-0,Tapestry,Kevin Kilmer,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-794-7,Birthright,Valerie Vandeen,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-795-4,My Ship,Ginger Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-796-1,Quick Notes: Nathaniel Hawthorne,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-797-8,Lessons,Roberta Quigley,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-798-5,The Chase,Nona Shapovalova,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-799-2,_TITLE_,Brenda Starr,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-800-5,_TITLE_,Martina Dobranovača,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-801-2,My Frame of Mind,Xander Boustrophedon,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-802-9,Suspicions,Iona Da,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-803-6,Rightful Heir,Ursula Svensson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-804-3,Second Chances,Flora Molinari,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-805-0,Time and Space,Qeborah Vaughan,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-806-7,Descent,Bernardo Gerhardt,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-807-4,Liaisons,Rosalita Viñas,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-808-1,Interface,Waltera McThompsongilly,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-809-8,The Rook's Gambit,Tatiana Volkmann,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-810-4,Phantasms,Osiris Washington,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-811-1,A Dark Page,Alma Soughgren,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-812-8,Attached,Laana Suomi,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-813-5,A Force of Nature,Winter Johnson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-814-2,Quick Notes: Frederick Douglass,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-815-9,_TITLE_,Gloria Robinson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-816-6,_TITLE_,Roman Oliver,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-817-3,_TITLE_,Liying Wing,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-818-0,_TITLE_,Thomas Thomason,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-819-7,_TITLE_,Susan Puffinsberger,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-820-3,_TITLE_,Aaron Aaronson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-821-0,_TITLE_,Luther Landingham,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-822-7,_TITLE_,Walter Winchell,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-823-4,_TITLE_,Hallie Meyers,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-824-1,_TITLE_,Ionia Bloodworth,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-825-8,_TITLE_,Sharona Fleming,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-826-5,_TITLE_,Carla Moulton,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-827-2,_TITLE_,Norma Blackfeather,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-828-9,_TITLE_,Yara Stiller,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-829-6,_TITLE_,Justina Madison,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-830-2,_TITLE_,Vana Soo,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-831-9,_TITLE_,Gilda Martin,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-832-6,_TITLE_,Risa Milliotti,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-833-3,_TITLE_,Lucia Rollos,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-834-0,_TITLE_,Bianka Wolpowna,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-835-7,_TITLE_,Xavier Roman,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-836-4,_TITLE_,Ursula St. Frank,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-837-1,_TITLE_,Paul Varjoon,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-838-8,Quick Notes: Toni Morrison,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-839-5,_TITLE_,Brenda Michael Wooster,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-840-1,_TITLE_,Mara O'Leary,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-841-8,_TITLE_,Xavier Samuelson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-842-5,_TITLE_,Hanna Kingfisher Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-843-2,_TITLE_,Samuel Potts Berkley,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-844-9,_TITLE_,Kofo Tumbe,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-845-6,_TITLE_,Richard Richardson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-846-3,_TITLE_,Zainab Mohammed,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-847-0,_TITLE_,Bernie Backhaus,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-848-7,_TITLE_,Martin Martinson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-849-4,_TITLE_,Xavier Xanthos,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-850-0,_TITLE_,Yesenia Young,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-851-7,_TITLE_,Jessica Ha,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-852-4,_TITLE_,Tamara Thunberg,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-853-1,_TITLE_,Dominique Halpern,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
